policy_id,title,sector,region,year,target_group,status,funding_million_usd,stakeholders,impact_score,summary,goals,full_text
P1438,District Early Childhood Education Reform 90,Higher Education,Gujarat,2021,Disadvantaged Groups,Under Review,0.41,"Ministry of Education, Local NGOs",0.355,A nationwide/state-level initiative to strengthen infrastructure through grants to schools. Targets Disadvantaged Groups and aims to raise completion rates.,"Train 4999 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","A nationwide/state-level initiative to strengthen infrastructure through grants to schools. Targets Disadvantaged Groups and aims to raise completion rates. Goals: Train 4999 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes. Timeline set. Stakeholder consultations planned."
P1439,District Higher Education Education Reform 74,Early Childhood,Delhi,2018,Urban Students,Implemented,97.85,"EdTech Companies, Universities",0.436,"Policy to enhance infrastructure and safety standards using public-private partnerships. Includes capacity-building, monitoring and community engagement.","Train 508 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","Policy to enhance infrastructure and safety standards using public-private partnerships. Includes capacity-building, monitoring and community engagement. Goals: Train 508 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes. Timeline set. Budget allocations defined."
P1440,District Vocational Education Reform 49,Secondary,Karnataka,2020,Disadvantaged Groups,Pilot,9.05,"Ministry of Education, Local NGOs",0.169,This policy aims to improve early childhood development in Secondary by providing digital device distribution across Karnataka. It focuses on marginalized communities.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","This policy aims to improve early childhood development in Secondary by providing digital device distribution across Karnataka. It focuses on marginalized communities. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Focus on equity. Budget allocations defined."
P1441,National Early Childhood Education Reform 26,Primary,Uttar Pradesh,2019,Students,Proposed,0.12,"Teachers' Unions, Community Leaders",0.183,This policy aims to improve teacher quality in Primary by providing grants to schools across Uttar Pradesh. It focuses on rural accessibility.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","This policy aims to improve teacher quality in Primary by providing grants to schools across Uttar Pradesh. It focuses on rural accessibility. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Focus on equity. Budget allocations defined."
P1442,State Early Childhood Education Reform 13,Early Childhood,Tamil Nadu,2015,Women,Pilot,0.33,"Ministry of Education, Local NGOs",0.358,"Policy to enhance infrastructure and community participation using public-private partnerships. Includes capacity-building, monitoring and community engagement.","Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","Policy to enhance infrastructure and community participation using public-private partnerships. Includes capacity-building, monitoring and community engagement. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Stakeholder consultations planned. Stakeholder consultations planned."
P1443,State Vocational Education Reform 17,Higher Education,Delhi,2020,Women,Pilot,4.51,"Central Government, Donors",0.313,A nationwide/state-level initiative to strengthen early childhood development through scholarship schemes. Targets Women and aims to improve retention.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","A nationwide/state-level initiative to strengthen early childhood development through scholarship schemes. Targets Women and aims to improve retention. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Focus on equity. Timeline set."
P1444,National Vocational Education Reform 41,Secondary,Delhi,2017,Students,Under Review,48.27,"Ministry of Education, Local NGOs",0.259,This policy aims to improve digital access in Secondary by providing digital device distribution across Delhi. It focuses on urban inclusion.,"Train 3671 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","This policy aims to improve digital access in Secondary by providing digital device distribution across Delhi. It focuses on urban inclusion. Goals: Train 3671 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes. Budget allocations defined. Timeline set."
P1445,State Early Childhood Education Reform 88,Secondary,Gujarat,2020,Women,Under Review,26.68,"Central Government, Donors",0.55,A nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. Targets Women and aims to reduce dropout rates.,Increase teacher quality score by 14% within 1 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. Targets Women and aims to reduce dropout rates. Goals: Increase teacher quality score by 14% within 1 years and reduce disparities between rural and urban areas. Stakeholder consultations planned. Timeline set.
P1446,National Secondary Education Reform 50,Vocational,Maharashtra,2020,Urban Students,Pilot,0.14,"State Education Department, Private Partners",0.751,This policy aims to improve digital access in Vocational by providing curriculum reform across Maharashtra. It focuses on gender equity.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","This policy aims to improve digital access in Vocational by providing curriculum reform across Maharashtra. It focuses on gender equity. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Timeline set. Focus on equity."
P1447,State Vocational Education Reform 5,Early Childhood,Tamil Nadu,2022,Teachers,Implemented,65.46,"EdTech Companies, Universities",0.789,A nationwide/state-level initiative to strengthen learning outcomes through digital device distribution. Targets Teachers and aims to boost employability.,"Train 1798 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","A nationwide/state-level initiative to strengthen learning outcomes through digital device distribution. Targets Teachers and aims to boost employability. Goals: Train 1798 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes. Includes evaluation. Focus on equity."
P1448,National Primary Education Reform 36,Vocational,Maharashtra,2019,All,Pilot,0.31,"Teachers' Unions, Community Leaders",0.264,A nationwide/state-level initiative to strengthen learning outcomes through grants to schools. Targets All and aims to boost employability.,"Train 2482 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","A nationwide/state-level initiative to strengthen learning outcomes through grants to schools. Targets All and aims to boost employability. Goals: Train 2482 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes. Stakeholder consultations planned. Includes evaluation."
P1449,District Vocational Education Reform 46,Early Childhood,West Bengal,2015,Women,Implemented,3.75,"EdTech Companies, Universities",0.649,A nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. Targets Women and aims to boost employability.,Increase teacher quality score by 34% within 2 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. Targets Women and aims to boost employability. Goals: Increase teacher quality score by 34% within 2 years and reduce disparities between rural and urban areas. Timeline set. Budget allocations defined.
P1450,District Primary Education Reform 58,Secondary,Gujarat,2025,Women,Proposed,1.48,"State Education Department, Private Partners",0.474,A nationwide/state-level initiative to strengthen early childhood development through teacher training programs. Targets Women and aims to raise completion rates.,"Train 1820 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","A nationwide/state-level initiative to strengthen early childhood development through teacher training programs. Targets Women and aims to raise completion rates. Goals: Train 1820 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes. Focus on equity. Budget allocations defined."
P1451,State Early Childhood Education Reform 16,Vocational,Gujarat,2021,Urban Students,Under Review,86.25,"Central Government, Donors",0.566,"Policy to enhance teacher quality and safety standards using grants to schools. Includes capacity-building, monitoring and community engagement.","Train 3559 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","Policy to enhance teacher quality and safety standards using grants to schools. Includes capacity-building, monitoring and community engagement. Goals: Train 3559 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes. Timeline set. Budget allocations defined."
P1452,District Vocational Education Reform 82,Higher Education,Punjab,2016,Students,Proposed,3.42,"EdTech Companies, Universities",0.93,This policy aims to improve learning outcomes in Higher Education by providing curriculum reform across Punjab. It focuses on literacy and numeracy.,"Train 3688 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","This policy aims to improve learning outcomes in Higher Education by providing curriculum reform across Punjab. It focuses on literacy and numeracy. Goals: Train 3688 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes. Stakeholder consultations planned. Timeline set."
P1453,National Secondary Education Reform 61,Primary,Kerala,2022,Urban Students,Pilot,4.73,"State Education Department, Private Partners",0.552,This policy aims to improve teacher quality in Primary by providing public-private partnerships across Kerala. It focuses on rural accessibility.,Increase teacher quality score by 5% within 4 years and reduce disparities between rural and urban areas.,This policy aims to improve teacher quality in Primary by providing public-private partnerships across Kerala. It focuses on rural accessibility. Goals: Increase teacher quality score by 5% within 4 years and reduce disparities between rural and urban areas. Includes evaluation. Budget allocations defined.
P1454,District Early Childhood Education Reform 41,Higher Education,Tamil Nadu,2024,Urban Students,Implemented,0.18,"Central Government, Donors",0.837,A nationwide/state-level initiative to strengthen early childhood development through curriculum reform. Targets Urban Students and aims to improve retention.,Increase early childhood development score by 25% within 5 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen early childhood development through curriculum reform. Targets Urban Students and aims to improve retention. Goals: Increase early childhood development score by 25% within 5 years and reduce disparities between rural and urban areas. Focus on equity. Includes evaluation.
P1455,District Primary Education Reform 81,Early Childhood,West Bengal,2025,Rural Students,Implemented,36.3,"Ministry of Education, Local NGOs",0.123,A nationwide/state-level initiative to strengthen learning outcomes through public-private partnerships. Targets Rural Students and aims to improve retention.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","A nationwide/state-level initiative to strengthen learning outcomes through public-private partnerships. Targets Rural Students and aims to improve retention. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Budget allocations defined. Includes evaluation."
P1456,National Secondary Education Reform 39,Secondary,Rajasthan,2018,Disadvantaged Groups,Pilot,72.74,"Teachers' Unions, Community Leaders",0.174,A nationwide/state-level initiative to strengthen infrastructure through public-private partnerships. Targets Disadvantaged Groups and aims to improve retention.,"Train 958 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.","A nationwide/state-level initiative to strengthen infrastructure through public-private partnerships. Targets Disadvantaged Groups and aims to improve retention. Goals: Train 958 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes. Includes evaluation. Focus on equity."
P1457,National Vocational Education Reform 47,Secondary,West Bengal,2016,Urban Students,Proposed,0.13,"Ministry of Education, Local NGOs",0.287,"Policy to enhance digital access and safety standards using curriculum reform. Includes capacity-building, monitoring and community engagement.","Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","Policy to enhance digital access and safety standards using curriculum reform. Includes capacity-building, monitoring and community engagement. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Stakeholder consultations planned. Focus on equity."
P1458,National Higher Education Education Reform 45,Vocational,Punjab,2024,Women,Proposed,12.83,"Teachers' Unions, Community Leaders",0.925,This policy aims to improve infrastructure in Vocational by providing scholarship schemes across Punjab. It focuses on marginalized communities.,Increase infrastructure score by 18% within 3 years and reduce disparities between rural and urban areas.,This policy aims to improve infrastructure in Vocational by providing scholarship schemes across Punjab. It focuses on marginalized communities. Goals: Increase infrastructure score by 18% within 3 years and reduce disparities between rural and urban areas. Budget allocations defined. Includes evaluation.
P1459,National Primary Education Reform 94,Secondary,Delhi,2019,Urban Students,Implemented,2.07,"EdTech Companies, Universities",0.68,This policy aims to improve digital access in Secondary by providing public-private partnerships across Delhi. It focuses on urban inclusion.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","This policy aims to improve digital access in Secondary by providing public-private partnerships across Delhi. It focuses on urban inclusion. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Budget allocations defined. Timeline set."
P1460,National Early Childhood Education Reform 99,Early Childhood,Delhi,2017,All,Implemented,0.27,"Central Government, Donors",0.477,A nationwide/state-level initiative to strengthen vocational skills through digital device distribution. Targets All and aims to reduce dropout rates.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","A nationwide/state-level initiative to strengthen vocational skills through digital device distribution. Targets All and aims to reduce dropout rates. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Focus on equity. Timeline set."
P1461,National Primary Education Reform 66,Higher Education,Punjab,2021,Rural Students,Under Review,0.11,"State Education Department, Private Partners",0.82,A nationwide/state-level initiative to strengthen digital access through teacher training programs. Targets Rural Students and aims to improve retention.,Increase digital access score by 28% within 3 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen digital access through teacher training programs. Targets Rural Students and aims to improve retention. Goals: Increase digital access score by 28% within 3 years and reduce disparities between rural and urban areas. Focus on equity. Budget allocations defined.
P1462,District Primary Education Reform 92,Higher Education,Uttar Pradesh,2022,Women,Under Review,13.42,"Central Government, Donors",0.352,"Policy to enhance infrastructure and community participation using scholarship schemes. Includes capacity-building, monitoring and community engagement.","Train 4645 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","Policy to enhance infrastructure and community participation using scholarship schemes. Includes capacity-building, monitoring and community engagement. Goals: Train 4645 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes. Budget allocations defined. Budget allocations defined."
P1463,National Secondary Education Reform 7,Vocational,Gujarat,2015,Rural Students,Pilot,1.06,"State Education Department, Private Partners",0.635,This policy aims to improve early childhood development in Vocational by providing curriculum reform across Gujarat. It focuses on gender equity.,"Train 2385 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","This policy aims to improve early childhood development in Vocational by providing curriculum reform across Gujarat. It focuses on gender equity. Goals: Train 2385 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes. Focus on equity. Stakeholder consultations planned."
P1464,District Primary Education Reform 44,Primary,Maharashtra,2022,Students,Pilot,41.97,"Teachers' Unions, Community Leaders",0.456,A nationwide/state-level initiative to strengthen early childhood development through digital device distribution. Targets Students and aims to raise completion rates.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","A nationwide/state-level initiative to strengthen early childhood development through digital device distribution. Targets Students and aims to raise completion rates. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Focus on equity. Focus on equity."
P1465,National Primary Education Reform 2,Secondary,Maharashtra,2020,All,Pilot,7.55,"State Education Department, Private Partners",0.744,This policy aims to improve teacher quality in Secondary by providing scholarship schemes across Maharashtra. It focuses on marginalized communities.,"Train 2177 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","This policy aims to improve teacher quality in Secondary by providing scholarship schemes across Maharashtra. It focuses on marginalized communities. Goals: Train 2177 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes. Budget allocations defined. Stakeholder consultations planned."
P1466,State Higher Education Education Reform 90,Secondary,Tamil Nadu,2024,Urban Students,Proposed,9.79,"State Education Department, Private Partners",0.77,A nationwide/state-level initiative to strengthen digital access through public-private partnerships. Targets Urban Students and aims to reduce dropout rates.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","A nationwide/state-level initiative to strengthen digital access through public-private partnerships. Targets Urban Students and aims to reduce dropout rates. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Timeline set. Includes evaluation."
P1467,National Higher Education Education Reform 99,Higher Education,Maharashtra,2020,Women,Implemented,15.42,"Ministry of Education, Local NGOs",0.965,A nationwide/state-level initiative to strengthen learning outcomes through teacher training programs. Targets Women and aims to raise completion rates.,Increase learning outcomes score by 17% within 4 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen learning outcomes through teacher training programs. Targets Women and aims to raise completion rates. Goals: Increase learning outcomes score by 17% within 4 years and reduce disparities between rural and urban areas. Stakeholder consultations planned. Stakeholder consultations planned.
P1468,District Higher Education Education Reform 98,Higher Education,Gujarat,2025,Teachers,Proposed,8.28,"Teachers' Unions, Community Leaders",0.443,This policy aims to improve digital access in Higher Education by providing scholarship schemes across Gujarat. It focuses on STEM education.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","This policy aims to improve digital access in Higher Education by providing scholarship schemes across Gujarat. It focuses on STEM education. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Budget allocations defined. Stakeholder consultations planned."
P1469,District Primary Education Reform 19,Vocational,Maharashtra,2016,Teachers,Proposed,0.17,"Ministry of Education, Local NGOs",0.524,This policy aims to improve early childhood development in Vocational by providing curriculum reform across Maharashtra. It focuses on rural accessibility.,"Train 1019 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","This policy aims to improve early childhood development in Vocational by providing curriculum reform across Maharashtra. It focuses on rural accessibility. Goals: Train 1019 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes. Stakeholder consultations planned. Timeline set."
P1470,District Higher Education Education Reform 7,Vocational,Delhi,2020,Students,Proposed,0.39,"Central Government, Donors",0.273,"Policy to enhance infrastructure and assessment quality using curriculum reform. Includes capacity-building, monitoring and community engagement.",Increase infrastructure score by 38% within 4 years and reduce disparities between rural and urban areas.,"Policy to enhance infrastructure and assessment quality using curriculum reform. Includes capacity-building, monitoring and community engagement. Goals: Increase infrastructure score by 38% within 4 years and reduce disparities between rural and urban areas. Includes evaluation. Focus on equity."
P1471,National Primary Education Reform 7,Primary,Punjab,2019,Teachers,Proposed,1.74,"EdTech Companies, Universities",0.723,This policy aims to improve digital access in Primary by providing curriculum reform across Punjab. It focuses on urban inclusion.,"Train 1851 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","This policy aims to improve digital access in Primary by providing curriculum reform across Punjab. It focuses on urban inclusion. Goals: Train 1851 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes. Budget allocations defined. Stakeholder consultations planned."
P1472,State Primary Education Reform 13,Secondary,Rajasthan,2024,Urban Students,Under Review,7.55,"Ministry of Education, Local NGOs",0.248,A nationwide/state-level initiative to strengthen teacher quality through curriculum reform. Targets Urban Students and aims to improve retention.,Increase teacher quality score by 26% within 1 years and reduce disparities between rural and urban areas.,A nationwide/state-level initiative to strengthen teacher quality through curriculum reform. Targets Urban Students and aims to improve retention. Goals: Increase teacher quality score by 26% within 1 years and reduce disparities between rural and urban areas. Includes evaluation. Focus on equity.
P1473,District Higher Education Education Reform 61,Early Childhood,Karnataka,2022,All,Implemented,0.14,"Ministry of Education, Local NGOs",0.605,A nationwide/state-level initiative to strengthen teacher quality through teacher training programs. Targets All and aims to reduce dropout rates.,"Train 1250 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","A nationwide/state-level initiative to strengthen teacher quality through teacher training programs. Targets All and aims to reduce dropout rates. Goals: Train 1250 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes. Budget allocations defined. Stakeholder consultations planned."
P1474,State Vocational Education Reform 33,Higher Education,Gujarat,2015,All,Under Review,76.81,"EdTech Companies, Universities",0.789,"Policy to enhance early childhood development and assessment quality using curriculum reform. Includes capacity-building, monitoring and community engagement.",Increase early childhood development score by 14% within 4 years and reduce disparities between rural and urban areas.,"Policy to enhance early childhood development and assessment quality using curriculum reform. Includes capacity-building, monitoring and community engagement. Goals: Increase early childhood development score by 14% within 4 years and reduce disparities between rural and urban areas. Budget allocations defined. Timeline set."
P1475,National Secondary Education Reform 74,Vocational,Kerala,2018,Disadvantaged Groups,Proposed,18.81,"Central Government, Donors",0.668,A nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. Targets Disadvantaged Groups and aims to reduce dropout rates.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","A nationwide/state-level initiative to strengthen teacher quality through public-private partnerships. Targets Disadvantaged Groups and aims to reduce dropout rates. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Timeline set. Budget allocations defined."
P1476,State Secondary Education Reform 6,Early Childhood,Rajasthan,2020,All,Proposed,0.42,"EdTech Companies, Universities",0.962,"Policy to enhance teacher quality and community participation using digital device distribution. Includes capacity-building, monitoring and community engagement.","Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","Policy to enhance teacher quality and community participation using digital device distribution. Includes capacity-building, monitoring and community engagement. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Includes evaluation. Budget allocations defined."
P1477,State Higher Education Education Reform 9,Higher Education,Karnataka,2022,Students,Implemented,86.04,"Ministry of Education, Local NGOs",0.147,A nationwide/state-level initiative to strengthen teacher quality through grants to schools. Targets Students and aims to reduce dropout rates.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","A nationwide/state-level initiative to strengthen teacher quality through grants to schools. Targets Students and aims to reduce dropout rates. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Stakeholder consultations planned. Includes evaluation."
P1478,National Higher Education Education Reform 19,Secondary,West Bengal,2024,Students,Under Review,5.48,"Teachers' Unions, Community Leaders",0.321,This policy aims to improve vocational skills in Secondary by providing public-private partnerships across West Bengal. It focuses on urban inclusion.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","This policy aims to improve vocational skills in Secondary by providing public-private partnerships across West Bengal. It focuses on urban inclusion. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Timeline set. Budget allocations defined."
P1479,District Secondary Education Reform 88,Secondary,Delhi,2017,Urban Students,Implemented,44.4,"Teachers' Unions, Community Leaders",0.604,"Policy to enhance vocational skills and governance using curriculum reform. Includes capacity-building, monitoring and community engagement.","Train 3129 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.","Policy to enhance vocational skills and governance using curriculum reform. Includes capacity-building, monitoring and community engagement. Goals: Train 3129 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes. Stakeholder consultations planned. Budget allocations defined."
P1480,State Higher Education Education Reform 55,Vocational,West Bengal,2021,Urban Students,Proposed,4.81,"Central Government, Donors",0.179,This policy aims to improve infrastructure in Vocational by providing scholarship schemes across West Bengal. It focuses on rural accessibility.,"Train 4804 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","This policy aims to improve infrastructure in Vocational by providing scholarship schemes across West Bengal. It focuses on rural accessibility. Goals: Train 4804 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes. Includes evaluation. Timeline set."
P1481,District Primary Education Reform 60,Early Childhood,Gujarat,2015,Students,Proposed,86.39,"Ministry of Education, Local NGOs",0.397,"Policy to enhance learning outcomes and safety standards using digital device distribution. Includes capacity-building, monitoring and community engagement.",Increase learning outcomes score by 12% within 5 years and reduce disparities between rural and urban areas.,"Policy to enhance learning outcomes and safety standards using digital device distribution. Includes capacity-building, monitoring and community engagement. Goals: Increase learning outcomes score by 12% within 5 years and reduce disparities between rural and urban areas. Stakeholder consultations planned. Includes evaluation."
P1482,District Vocational Education Reform 18,Secondary,Tamil Nadu,2019,Disadvantaged Groups,Under Review,4.13,"EdTech Companies, Universities",0.712,This policy aims to improve learning outcomes in Secondary by providing grants to schools across Tamil Nadu. It focuses on marginalized communities.,Increase learning outcomes score by 38% within 1 years and reduce disparities between rural and urban areas.,This policy aims to improve learning outcomes in Secondary by providing grants to schools across Tamil Nadu. It focuses on marginalized communities. Goals: Increase learning outcomes score by 38% within 1 years and reduce disparities between rural and urban areas. Timeline set. Focus on equity.
P1483,District Vocational Education Reform 51,Primary,Maharashtra,2019,Urban Students,Pilot,17.3,"EdTech Companies, Universities",0.332,"Policy to enhance early childhood development and community participation using public-private partnerships. Includes capacity-building, monitoring and community engagement.","Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","Policy to enhance early childhood development and community participation using public-private partnerships. Includes capacity-building, monitoring and community engagement. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Includes evaluation. Includes evaluation."
P1484,District Early Childhood Education Reform 26,Vocational,Gujarat,2019,Rural Students,Proposed,0.25,"Teachers' Unions, Community Leaders",0.448,This policy aims to improve vocational skills in Vocational by providing grants to schools across Gujarat. It focuses on urban inclusion.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","This policy aims to improve vocational skills in Vocational by providing grants to schools across Gujarat. It focuses on urban inclusion. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Timeline set. Focus on equity."
P1485,District Higher Education Education Reform 5,Early Childhood,Gujarat,2015,Rural Students,Implemented,0.45,"Central Government, Donors",0.346,"Policy to enhance infrastructure and governance using digital device distribution. Includes capacity-building, monitoring and community engagement.",Increase infrastructure score by 37% within 1 years and reduce disparities between rural and urban areas.,"Policy to enhance infrastructure and governance using digital device distribution. Includes capacity-building, monitoring and community engagement. Goals: Increase infrastructure score by 37% within 1 years and reduce disparities between rural and urban areas. Budget allocations defined. Stakeholder consultations planned."
P1486,State Vocational Education Reform 92,Secondary,Delhi,2025,Rural Students,Pilot,4.62,"Central Government, Donors",0.435,"Policy to enhance digital access and governance using scholarship schemes. Includes capacity-building, monitoring and community engagement.","Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","Policy to enhance digital access and governance using scholarship schemes. Includes capacity-building, monitoring and community engagement. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Timeline set. Focus on equity."
P1487,National Primary Education Reform 94,Secondary,Uttar Pradesh,2016,Disadvantaged Groups,Proposed,0.47,"Central Government, Donors",0.388,"Policy to enhance infrastructure and community participation using public-private partnerships. Includes capacity-building, monitoring and community engagement.","Train 1475 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.","Policy to enhance infrastructure and community participation using public-private partnerships. Includes capacity-building, monitoring and community engagement. Goals: Train 1475 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes. Focus on equity. Focus on equity."
P1488,District Primary Education Reform 57,Higher Education,Punjab,2025,All,Proposed,9.82,"Central Government, Donors",0.436,This policy aims to improve vocational skills in Higher Education by providing scholarship schemes across Punjab. It focuses on STEM education.,Increase vocational skills score by 36% within 4 years and reduce disparities between rural and urban areas.,This policy aims to improve vocational skills in Higher Education by providing scholarship schemes across Punjab. It focuses on STEM education. Goals: Increase vocational skills score by 36% within 4 years and reduce disparities between rural and urban areas. Includes evaluation. Timeline set.
P1489,District Secondary Education Reform 12,Early Childhood,Karnataka,2025,Disadvantaged Groups,Proposed,5.5,"State Education Department, Private Partners",0.895,This policy aims to improve teacher quality in Early Childhood by providing curriculum reform across Karnataka. It focuses on STEM education.,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","This policy aims to improve teacher quality in Early Childhood by providing curriculum reform across Karnataka. It focuses on STEM education. Goals: Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance. Timeline set. Stakeholder consultations planned."
P1490,State Higher Education Education Reform 80,Early Childhood,Tamil Nadu,2016,Urban Students,Pilot,0.45,"EdTech Companies, Universities",0.17,This policy aims to improve early childhood development in Early Childhood by providing digital device distribution across Tamil Nadu. It focuses on marginalized communities.,Increase early childhood development score by 8% within 5 years and reduce disparities between rural and urban areas.,This policy aims to improve early childhood development in Early Childhood by providing digital device distribution across Tamil Nadu. It focuses on marginalized communities. Goals: Increase early childhood development score by 8% within 5 years and reduce disparities between rural and urban areas. Budget allocations defined. Budget allocations defined.
P1491,State Higher Education Education Reform 9,Secondary,Delhi,2016,Women,Implemented,51.94,"Ministry of Education, Local NGOs",0.586,This policy aims to improve learning outcomes in Secondary by providing scholarship schemes across Delhi. It focuses on urban inclusion.,"Train 295 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","This policy aims to improve learning outcomes in Secondary by providing scholarship schemes across Delhi. It focuses on urban inclusion. Goals: Train 295 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes. Focus on equity. Includes evaluation."
P1492,National Early Childhood Education Reform 94,Higher Education,Karnataka,2018,Urban Students,Proposed,2.06,"Ministry of Education, Local NGOs",0.945,This policy aims to improve early childhood development in Higher Education by providing public-private partnerships across Karnataka. It focuses on STEM education.,Increase early childhood development score by 13% within 3 years and reduce disparities between rural and urban areas.,This policy aims to improve early childhood development in Higher Education by providing public-private partnerships across Karnataka. It focuses on STEM education. Goals: Increase early childhood development score by 13% within 3 years and reduce disparities between rural and urban areas. Timeline set. Stakeholder consultations planned.
